ESTACAO,DATA (YYYY-MM-DD),rain_max,rad_max,temp_avg,temp_max,temp_min,hum_max,hum_min,wind_max,wind_avg
A001,2015-01-27,1.2,3105.5,20.495833333333334,25.6,17.4,99.0,57.0,9.3,1.4458333333333335
A001,2015-01-28,4.4,3470.8,20.745833333333334,27.5,17.4,98.0,48.0,8.5,1.8333333333333333
A001,2015-01-29,20.4,3291.3,21.191666666666666,28.5,17.0,100.0,36.0,9.5,1.6958333333333335
A001,2015-01-30,0.0,3787.9,23.679166666666664,29.7,17.7,97.0,33.0,8.5,2.35
A001,2015-01-31,0.0,3897.9,24.90833333333333,31.0,17.7,94.0,28.0,8.4,2.345833333333333
A001,2015-02-01,0.0,3691.7,24.53333333333333,29.6,17.9,80.0,25.0,9.6,2.2666666666666666
A001,2015-02-02,0.0,3826.4,24.129166666666666,30.4,16.7,79.0,27.0,7.1,2.0208333333333335
A001,2015-02-03,0.0,3394.1,23.083333333333332,29.8,17.5,84.0,34.0,9.2,1.8875000000000002
A001,2015-02-04,0.2,2927.1,21.662499999999998,26.7,18.6,87.0,46.0,8.2,2.4499999999999997
A001,2015-02-05,4.2,2990.0,21.045833333333334,26.5,18.0,100.0,52.0,10.5,2.966666666666667
A001,2015-02-06,4.0,1421.9,19.3375,21.9,18.6,100.0,84.0,10.3,3.641666666666667
A001,2015-02-07,5.6,1461.9,18.720833333333335,19.7,18.0,100.0,91.0,13.3,4.220833333333333
A001,2015-02-08,0.6,2134.3,18.95,22.3,17.8,100.0,78.0,12.2,4.179166666666666
A001,2015-02-09,0.0,3364.5,20.533333333333335,25.9,17.3,99.0,57.0,8.9,2.4583333333333335
A001,2015-02-10,0.2,2672.8,21.666666666666668,27.4,18.1,99.0,50.0,7.5,2.058333333333333
A001,2015-02-11,0.0,3737.8,22.741666666666664,28.9,17.9,100.0,32.0,9.0,2.529166666666667
A001,2015-02-12,0.0,3568.0,24.125,29.0,19.5,86.0,32.0,7.7,2.5208333333333335
A001,2015-02-13,0.0,3853.0,24.099999999999998,30.2,15.8,84.0,28.0,7.8,2.0625
A001,2015-02-14,0.0,3814.2,23.983333333333334,30.5,15.6,83.0,23.0,6.4,1.5333333333333334
A001,2015-02-15,0.8,3781.9,22.95,29.8,17.4,81.0,35.0,10.8,1.6916666666666667
A001,2015-02-16,2.0,3418.2,22.195833333333336,28.4,17.8,98.0,43.0,10.1,1.7208333333333332
A001,2015-02-17,0.8,2182.2,21.441666666666666,26.8,17.7,94.0,49.0,9.8,1.9416666666666667
A001,2015-02-18,14.0,2720.8,19.708333333333332,23.4,17.3,100.0,62.0,8.8,1.9124999999999999
A001,2015-02-19,0.6,1925.7,20.383333333333333,23.2,18.9,98.0,67.0,7.8,2.120833333333333
A001,2015-02-20,0.2,2840.8,20.983333333333334,26.0,17.5,99.0,52.0,9.3,2.6374999999999997
A001,2015-02-21,0.0,3744.7,22.254166666666666,27.8,18.1,98.0,39.0,10.6,2.8166666666666664
A001,2015-02-22,0.0,3667.9,22.741666666666664,28.7,16.9,94.0,38.0,10.4,3.2458333333333336
A001,2015-02-23,0.0,3006.1,22.3,27.0,17.2,93.0,41.0,8.5,3.0500000000000003
A001,2015-02-24,0.4,2832.2,21.325,26.0,18.0,84.0,49.0,9.6,3.483333333333333
A001,2015-02-25,0.0,3309.5,22.53333333333333,27.9,18.6,95.0,45.0,9.8,2.7458333333333336
A001,2015-02-26,0.6,3312.1,22.141666666666666,28.6,18.5,96.0,45.0,7.5,1.7416666666666665
A001,2015-02-27,8.2,2873.3,21.304166666666667,26.0,18.3,100.0,53.0,6.9,2.2583333333333333
A001,2015-02-28,3.2,3247.2,20.858333333333334,28.0,17.9,99.0,47.0,12.5,1.8291666666666666
A001,2015-03-01,0.2,2991.8,21.025000000000002,26.7,17.7,99.0,53.0,9.0,1.6875
A001,2015-03-02,2.4,2741.9,20.866666666666667,26.0,18.3,100.0,55.0,8.4,1.9708333333333332
A001,2015-03-03,1.8,2702.1,21.72083333333333,27.6,17.4,100.0,50.0,7.8,2.2416666666666667
A001,2015-03-04,0.0,3094.4,22.59583333333333,26.8,18.3,97.0,49.0,7.5,2.1374999999999997
A001,2015-03-05,1.0,2595.6,20.158333333333335,24.9,17.8,100.0,60.0,7.5,1.7833333333333332
A001,2015-03-06,0.8,3435.3,20.766666666666666,26.7,17.1,100.0,50.0,8.5,1.6624999999999999
A001,2015-03-07,28.8,3315.0,20.329166666666666,27.9,15.8,100.0,48.0,16.0,1.2833333333333334
A001,2015-03-08,8.8,2129.4,20.5625,26.1,17.6,99.0,61.0,10.6,1.7958333333333334
A001,2015-03-09,21.0,3419.4,20.6375,28.2,16.7,100.0,51.0,18.3,1.5250000000000001
A001,2015-03-10,28.2,2929.0,20.716666666666665,27.2,17.3,100.0,53.0,23.5,1.5166666666666666
A001,2015-03-11,16.4,3199.3,20.825,28.0,17.5,100.0,45.0,9.9,1.5250000000000001
A001,2015-03-12,1.4,2262.6,19.9375,24.4,17.8,100.0,62.0,7.1,1.5541666666666665
A001,2015-03-13,1.0,2474.0,20.658333333333335,25.1,17.6,100.0,60.0,6.0,1.5958333333333332
A001,2015-03-14,20.6,2999.9,21.224999999999998,26.8,18.6,100.0,57.0,11.8,2.129166666666667
A001,2015-03-15,1.6,3060.9,21.400000000000002,27.3,18.6,100.0,52.0,8.5,2.2916666666666665
A001,2015-03-16,0.0,2984.2,21.104166666666668,27.2,17.2,99.0,45.0,9.8,2.1375
A001,2015-03-17,11.2,2541.8,19.404166666666665,24.5,16.7,99.0,56.0,13.8,1.5250000000000001
A001,2015-03-18,1.0,2192.4,19.795833333333334,24.7,17.6,100.0,52.0,7.3,1.8666666666666665
A001,2015-03-19,9.0,1010.0,18.19473684210526,19.9,16.7,100.0,81.0,7.1,1.4421052631578946
A001,2015-03-20,0.6,1627.2,18.3875,22.1,16.6,100.0,70.0,6.5,1.6666666666666667
A001,2015-03-21,15.8,2670.2,19.208333333333332,25.6,16.7,100.0,54.0,9.3,1.9791666666666667
A001,2015-03-22,1.2,2170.7,18.962500000000002,24.3,16.6,100.0,63.0,8.1,3.154166666666667
A001,2015-03-23,1.2,3180.2,21.337500000000002,27.2,17.8,100.0,48.0,6.9,2.35
A001,2015-03-24,6.8,2236.4,20.541666666666668,25.1,18.3,100.0,65.0,9.4,1.5374999999999999
A001,2015-03-25,0.2,3554.7,21.2,28.6,17.3,100.0,42.0,8.2,1.7249999999999999
A001,2015-03-26,12.8,3505.3,21.133333333333333,27.6,16.9,100.0,51.0,10.2,1.3875
A001,2015-03-27,1.6,1228.0,20.291666666666668,23.8,18.3,100.0,73.0,7.1,1.0166666666666666
A001,2015-03-28,0.2,3549.2,22.27916666666667,28.8,16.4,100.0,47.0,7.9,1.9958333333333333
A001,2015-03-29,0.0,3256.7,23.40416666666667,29.5,17.7,100.0,44.0,6.9,1.8208333333333335
A001,2015-03-30,0.0,2299.9,22.766666666666666,28.8,17.5,100.0,46.0,8.0,1.6041666666666667
A001,2015-03-31,0.2,3694.1,22.070833333333336,28.7,19.1,98.0,43.0,8.1,1.3875
A001,2015-04-01,0.0,3493.1,23.075,29.7,17.9,99.0,37.0,7.4,1.6125
A001,2015-04-02,0.6,3041.4,22.041666666666668,28.6,18.5,97.0,46.0,10.7,1.9291666666666665
A001,2015-04-03,0.4,3047.4,21.34583333333333,26.7,18.5,100.0,59.0,6.3,1.9166666666666667
A001,2015-04-04,2.8,2697.5,21.641666666666666,27.5,18.1,99.0,48.0,7.7,2.154166666666667
A001,2015-04-05,19.4,2627.5,21.099999999999998,25.9,18.6,99.0,60.0,7.7,1.2291666666666667
A001,2015-04-06,0.0,2861.3,22.195833333333336,27.7,17.8,100.0,49.0,8.1,1.9333333333333333
A001,2015-04-07,0.0,2871.6,22.141666666666666,27.7,19.1,100.0,53.0,9.6,2.4499999999999997
A001,2015-04-08,16.6,3324.3,20.929166666666667,26.1,19.0,100.0,61.0,9.4,1.7375
A001,2015-04-09,12.8,1989.9,20.358333333333334,25.4,17.3,100.0,58.0,7.7,2.1333333333333333
A001,2015-04-10,0.0,3535.9,21.929166666666664,27.0,18.7,100.0,52.0,8.8,3.2125
A001,2015-04-11,0.0,3711.6,22.3875,27.9,18.6,95.0,48.0,7.1,2.7875
A001,2015-04-12,0.2,3010.9,21.95,26.6,19.5,87.0,50.0,5.9,2.0166666666666666
A001,2015-04-13,1.2,2859.9,22.087500000000002,27.2,18.3,98.0,43.0,7.2,1.7458333333333333
A001,2015-04-14,6.8,3025.2,21.820833333333336,27.5,18.9,100.0,45.0,6.8,1.616666666666667
A001,2015-04-15,0.2,2773.6,21.270833333333332,25.7,18.7,100.0,58.0,5.9,1.75
A001,2015-04-16,17.0,3023.5,20.575,26.4,17.3,100.0,58.0,7.4,1.6125
A001,2015-04-17,0.2,2414.8,21.008333333333333,26.9,16.3,100.0,52.0,5.2,1.1958333333333333
A001,2015-04-18,0.2,3199.0,21.53333333333333,26.4,18.4,100.0,60.0,6.8,1.5666666666666667
A001,2015-04-19,15.6,3019.3,21.84166666666667,28.7,17.4,100.0,44.0,8.5,1.6875
A001,2015-04-20,0.2,3327.0,22.879166666666666,29.0,18.9,100.0,45.0,7.3,1.7625
A001,2015-04-21,2.4,3323.6,22.037499999999998,27.3,18.7,100.0,46.0,6.4,1.7583333333333335
A001,2015-04-22,10.6,2845.6,22.8,27.9,19.6,99.0,50.0,8.9,1.1125
A001,2015-04-23,0.2,2784.1,21.4375,26.7,17.9,100.0,58.0,8.8,1.7958333333333334
A001,2015-04-24,0.2,3100.9,21.383333333333336,27.9,17.8,100.0,48.0,7.6,1.4875
A001,2015-04-25,8.2,2780.0,21.349999999999998,28.4,18.7,100.0,47.0,7.7,1.5916666666666668
A001,2015-04-26,5.0,3016.2,20.991666666666667,27.0,18.5,100.0,54.0,7.7,1.5541666666666665
A001,2015-04-27,0.0,2402.0,20.729166666666668,24.9,17.6,100.0,60.0,8.7,2.4833333333333334
A001,2015-04-28,5.0,3477.9,20.779166666666665,25.5,17.6,100.0,55.0,7.2,1.9625000000000001
A001,2015-04-29,0.8,2937.3,20.375,25.7,16.0,100.0,53.0,7.3,1.8041666666666665
A001,2015-04-30,9.2,3132.9,20.0125,25.8,17.4,100.0,53.0,10.2,1.6624999999999999
A001,2015-05-01,0.2,2450.1,18.958333333333332,23.7,14.9,100.0,60.0,6.3,1.7458333333333333
A001,2015-05-02,0.2,3056.5,19.974999999999998,25.3,15.4,100.0,55.0,7.5,2.3666666666666667
A001,2015-05-03,0.0,2827.4,20.599999999999998,25.3,17.2,99.0,52.0,8.8,2.795833333333333
A001,2015-05-04,0.8,2267.3,20.333333333333332,25.3,16.8,99.0,56.0,7.8,1.7333333333333334
A001,2015-05-05,4.4,1999.2,20.404166666666665,24.6,18.3,100.0,63.0,7.0,1.2874999999999999
A001,2015-05-06,4.4,2280.3,20.6125,25.5,18.5,100.0,61.0,5.2,1.2833333333333334
A001,2015-05-07,0.2,2965.2,20.641666666666666,25.8,16.5,100.0,55.0,6.5,1.4833333333333334
A001,2015-05-08,0.0,2760.7,21.241666666666667,25.9,17.9,100.0,55.0,8.1,2.5833333333333335
A001,2015-05-09,0.0,3036.4,19.854166666666668,23.3,17.6,98.0,68.0,8.3,3.4458333333333333
A001,2015-05-10,0.0,2919.3,21.05,27.2,16.7,98.0,46.0,7.1,2.1333333333333333
A001,2015-05-11,8.2,940.7,17.466666666666665,20.5,15.7,100.0,78.0,9.4,2.0
A001,2015-05-12,0.2,3226.9,18.258333333333333,24.5,13.4,100.0,56.0,5.5,1.4541666666666666
A001,2015-05-13,0.0,1871.7,19.2625,23.3,16.5,99.0,65.0,6.2,2.3249999999999997
A001,2015-05-14,0.0,2149.5,18.920833333333334,23.6,16.4,97.0,66.0,8.5,2.9250000000000003
A001,2015-05-15,0.0,2136.7,19.079166666666666,22.9,16.6,99.0,61.0,8.3,3.0875
A001,2015-05-16,0.0,2066.4,18.741666666666667,22.1,15.5,97.0,60.0,8.6,3.15
A001,2015-05-17,0.0,2841.1,19.2,24.7,15.1,98.0,52.0,7.6,2.5833333333333335
A001,2015-05-18,0.0,2676.0,19.558333333333334,24.3,15.9,95.0,51.0,7.3,2.7291666666666665
A001,2015-05-19,0.0,2954.0,19.712500000000002,25.4,16.1,97.0,47.0,6.7,2.6083333333333334
A001,2015-05-20,0.0,2691.9,19.795833333333334,24.6,17.2,83.0,51.0,7.4,2.858333333333333
A001,2015-05-21,0.0,2503.9,19.145833333333332,24.6,15.7,100.0,55.0,8.1,3.3375
A001,2015-05-22,0.0,2632.1,19.1375,23.7,15.4,95.0,57.0,9.0,3.470833333333333
A001,2015-05-23,0.0,2994.1,19.208333333333332,24.7,14.3,98.0,49.0,7.9,2.3874999999999997
A001,2015-05-24,0.0,2846.1,19.6125,26.0,13.2,100.0,41.0,5.7,1.6541666666666668
A001,2015-05-25,0.0,2889.2,19.974999999999998,26.0,13.3,100.0,33.0,6.3,1.8541666666666667
A001,2015-05-26,0.0,2877.7,19.804166666666667,26.3,12.9,100.0,36.0,8.3,2.345833333333333
A001,2015-05-27,0.0,2840.1,20.716666666666665,27.6,13.5,98.0,30.0,6.6,1.8291666666666666
A001,2015-05-28,3.2,2953.2,20.120833333333334,27.2,14.8,92.0,38.0,6.9,1.2750000000000001
A001,2015-05-29,0.0,2767.9,19.720833333333335,25.1,16.1,99.0,52.0,7.5,2.0875
A001,2015-05-30,0.0,2503.0,20.316666666666666,26.4,15.2,100.0,41.0,5.0,1.1166666666666667
A001,2015-05-31,0.2,2899.6,21.008333333333333,27.3,14.6,100.0,38.0,6.5,1.7958333333333334
A001,2015-06-01,0.0,2906.7,20.866666666666667,27.0,14.6,100.0,38.0,6.8,1.7083333333333333
A001,2015-06-02,0.0,2753.0,21.25,26.1,15.3,100.0,40.0,8.0,2.3208333333333333
A001,2015-06-03,0.0,2649.9,19.795833333333334,23.9,15.7,96.0,53.0,8.4,2.6041666666666665
A001,2015-06-04,0.0,2847.4,19.008333333333333,23.7,15.2,96.0,52.0,8.6,3.095833333333333
A001,2015-06-05,0.0,2901.5,19.095833333333335,24.8,14.6,95.0,44.0,8.0,2.9458333333333333
A001,2015-06-06,0.0,2639.6,19.595833333333335,24.7,15.6,88.0,46.0,7.9,2.920833333333333
A001,2015-06-07,0.0,2816.1,19.766666666666666,24.6,16.0,84.0,52.0,8.5,3.0541666666666667
A001,2015-06-08,0.0,2877.4,19.8,24.8,14.9,97.0,43.0,8.7,2.7541666666666664
A001,2015-06-09,0.0,2772.5,19.754166666666666,25.8,12.9,96.0,36.0,7.3,2.25
A001,2015-06-10,0.0,2789.2,20.141666666666666,26.3,13.6,95.0,33.0,7.1,2.1750000000000003
A001,2015-06-11,0.0,2800.0,19.45,26.0,13.3,96.0,37.0,7.5,1.9000000000000001
A001,2015-06-12,0.0,2210.5,19.925,26.3,13.6,98.0,40.0,8.5,2.0749999999999997
A001,2015-06-13,0.0,2737.5,20.583333333333332,26.9,14.7,96.0,30.0,10.1,2.2583333333333333
A001,2015-06-14,0.0,2646.5,19.9875,27.6,13.5,78.0,30.0,8.5,1.9166666666666667
A001,2015-06-15,0.0,2750.9,20.675,28.7,13.7,81.0,27.0,6.2,1.4291666666666665
A001,2015-06-16,0.0,2633.9,20.591666666666665,26.9,15.4,87.0,39.0,10.3,1.8583333333333334
A001,2015-06-17,0.0,2720.4,20.900000000000002,26.0,16.2,85.0,45.0,8.7,2.6875
A001,2015-06-18,0.0,2709.5,21.037499999999998,26.4,17.0,83.0,40.0,7.8,2.8333333333333335
A001,2015-06-19,0.0,2708.0,19.720833333333335,25.5,13.9,99.0,33.0,8.7,2.254166666666667
A001,2015-06-20,0.0,2749.4,18.945833333333333,23.4,15.2,89.0,38.0,11.6,3.470833333333333
A001,2015-06-21,0.0,1890.8,16.479166666666668,20.3,13.8,96.0,60.0,7.7,2.6083333333333334
A001,2015-06-22,0.0,1992.0,17.383333333333333,22.8,13.6,93.0,47.0,7.6,2.75
A001,2015-06-23,0.0,2698.2,17.208333333333332,24.4,11.3,100.0,31.0,6.1,1.4375
A001,2015-06-24,0.0,2755.2,18.883333333333333,24.4,13.7,77.0,35.0,9.6,2.775
A001,2015-06-25,0.0,2381.2,18.775000000000002,24.1,14.2,79.0,50.0,10.6,3.329166666666667
A001,2015-06-26,0.0,2706.5,17.195833333333333,21.5,14.2,86.0,55.0,9.7,3.725
A001,2015-06-27,0.0,2743.8,16.454166666666666,22.1,11.6,86.0,42.0,9.0,3.470833333333333
A001,2015-06-28,0.0,2634.9,16.375,22.3,11.8,78.0,43.0,7.5,2.9916666666666667
A001,2015-06-29,0.0,2491.8,17.333333333333332,23.0,11.5,94.0,41.0,7.7,2.4833333333333334
A001,2015-06-30,0.0,2816.2,18.091666666666665,26.2,10.9,99.0,27.0,8.6,1.7874999999999999
A001,2015-07-01,0.0,2716.1,19.0,26.6,12.5,83.0,27.0,6.2,1.3958333333333333
A001,2015-07-02,0.0,2363.4,19.583333333333332,26.1,12.6,92.0,37.0,7.3,2.2583333333333333
A001,2015-07-03,0.0,2682.7,20.041666666666668,27.0,13.5,84.0,32.0,9.9,2.0625
A001,2015-07-04,0.2,3024.5,20.8375,28.9,15.0,93.0,28.0,5.3,1.4208333333333334
A001,2015-07-05,0.0,2773.3,21.058333333333334,28.1,15.3,85.0,29.0,8.4,1.9416666666666667
A001,2015-07-06,0.0,2586.5,21.366666666666664,26.8,17.9,68.0,34.0,7.6,2.8208333333333333
A001,2015-07-07,0.0,2279.4,19.070833333333333,23.6,15.2,82.0,52.0,7.5,2.8625000000000003
A001,2015-07-08,0.2,2124.4,17.033333333333335,24.7,13.9,100.0,42.0,9.8,2.4375
A001,2015-07-09,0.2,2286.7,17.108333333333334,23.0,13.6,96.0,51.0,6.8,2.125
A001,2015-07-10,0.0,2826.5,19.404166666666665,26.8,12.7,100.0,40.0,9.3,2.4791666666666665
A001,2015-07-11,0.0,2799.8,21.229166666666668,26.6,15.7,82.0,36.0,8.5,2.4208333333333334
A001,2015-07-12,0.0,2764.1,21.433333333333334,26.7,17.5,71.0,30.0,7.4,2.7125
A001,2015-07-13,0.0,2829.1,20.579166666666666,27.1,13.7,94.0,32.0,8.4,2.2958333333333334
A001,2015-07-14,0.0,3179.6,20.779166666666665,26.6,13.6,85.0,38.0,8.7,2.433333333333333
A001,2015-07-15,0.0,2819.9,21.04583333333333,26.5,16.3,78.0,32.0,9.8,2.9166666666666665
A001,2015-07-16,0.0,2902.4,19.808333333333334,25.3,15.4,78.0,29.0,10.9,3.6125000000000003
A001,2015-07-17,0.0,2903.7,18.849999999999998,24.2,14.6,82.0,33.0,10.4,3.9958333333333336
A001,2015-07-18,0.0,2767.1,18.4875,23.8,14.0,76.0,39.0,10.0,3.091666666666667
A001,2015-07-19,0.0,2723.5,19.345833333333335,24.7,15.1,71.0,34.0,9.6,3.1041666666666665
A001,2015-07-20,0.0,2914.6,19.2375,24.9,14.4,94.0,39.0,7.8,2.6041666666666665
A001,2015-07-21,0.0,2920.4,19.6125,27.1,12.3,93.0,27.0,5.6,1.3833333333333335
A001,2015-07-22,0.0,2883.0,19.995833333333334,26.6,12.0,84.0,27.0,7.9,1.9541666666666666
A001,2015-07-23,0.0,2917.6,20.212500000000002,25.5,15.0,62.0,31.0,9.6,2.9458333333333333
A001,2015-07-24,0.0,2920.7,18.716666666666665,25.9,12.6,79.0,31.0,8.3,2.3583333333333334
A001,2015-07-25,0.0,2578.7,19.791666666666668,27.1,13.3,85.0,31.0,6.2,1.3625
A001,2015-07-26,0.0,2499.1,21.025000000000002,28.1,15.4,78.0,27.0,9.3,0.9958333333333332
A001,2015-07-27,0.0,2824.9,21.208333333333332,27.5,14.4,78.0,27.0,8.8,1.5583333333333333
A001,2015-07-28,0.0,2844.4,22.712500000000002,28.0,16.9,65.0,28.0,7.8,2.6666666666666665
A001,2015-07-29,0.0,3010.1,21.254166666666666,27.2,14.7,69.0,25.0,9.0,2.858333333333333
A001,2015-07-30,0.0,3003.8,20.208333333333332,25.7,14.8,63.0,29.0,10.6,3.483333333333333
A001,2015-07-31,0.0,3017.6,20.566666666666666,26.9,15.7,59.0,26.0,9.8,2.6666666666666665
A001,2015-08-01,0.0,3028.8,20.008333333333333,26.2,12.5,74.0,27.0,9.0,2.7583333333333333
A001,2015-08-02,0.0,3037.5,20.366666666666667,26.9,14.6,64.0,28.0,7.7,2.5833333333333335
A001,2015-08-03,0.0,3039.2,20.425,27.1,12.2,73.0,24.0,7.8,2.441666666666667
A001,2015-08-04,0.0,3057.0,20.525000000000002,27.3,11.5,71.0,22.0,7.2,2.3041666666666667
A001,2015-08-05,0.0,3060.8,20.379166666666666,27.1,12.1,66.0,20.0,7.9,2.283333333333333
A001,2015-08-06,0.0,3043.0,20.254166666666666,28.0,11.7,71.0,20.0,8.3,1.9958333333333333
A001,2015-08-07,0.0,3014.3,20.316666666666666,28.0,11.9,65.0,20.0,7.6,1.7708333333333333
A001,2015-08-08,0.0,3057.5,21.008333333333333,26.8,15.7,57.0,25.0,8.1,3.0833333333333335
A001,2015-08-09,0.0,3065.7,19.95,25.9,14.5,65.0,30.0,9.9,3.279166666666667
A001,2015-08-10,0.0,2898.7,20.05,25.5,15.3,65.0,34.0,10.9,3.779166666666667
A001,2015-08-11,0.0,3117.7,19.570833333333333,25.9,14.1,75.0,28.0,11.5,4.116666666666666
A001,2015-08-12,0.0,3157.4,18.508333333333333,24.6,12.9,69.0,27.0,11.0,4.029166666666667
A001,2015-08-13,0.0,3180.2,17.879166666666666,24.1,10.6,75.0,30.0,12.2,3.4583333333333335
A001,2015-08-14,0.0,3107.6,18.849999999999998,24.8,13.4,70.0,29.0,11.2,4.266666666666667
A001,2015-08-15,0.0,3150.3,20.3,27.3,14.9,67.0,27.0,10.5,3.0416666666666665
A001,2015-08-16,0.0,3197.9,21.495833333333334,27.3,16.4,67.0,28.0,9.3,3.0083333333333333
A001,2015-08-17,0.0,2874.3,20.575,25.9,15.6,71.0,28.0,10.1,3.525
A001,2015-08-18,0.0,3159.7,20.287499999999998,26.2,15.6,79.0,28.0,9.1,2.8874999999999997
A001,2015-08-19,0.0,3113.8,20.7,28.1,13.7,71.0,25.0,7.6,2.0791666666666666
A001,2015-08-20,0.0,2763.6,22.141666666666666,29.8,15.8,71.0,23.0,5.7,1.4291666666666665
A001,2015-08-21,0.0,3126.1,22.537499999999998,29.7,16.4,60.0,23.0,6.9,1.8458333333333332
A001,2015-08-22,0.0,3048.8,23.241666666666664,30.6,16.1,66.0,21.0,7.3,1.5999999999999999
A001,2015-08-23,0.0,3097.0,23.02916666666667,30.4,16.2,69.0,22.0,7.1,1.9208333333333334
A001,2015-08-24,0.0,3045.8,23.233333333333334,30.7,16.0,68.0,19.0,9.6,1.9333333333333333
A001,2015-08-25,0.0,3096.6,24.116666666666664,31.3,17.1,52.0,17.0,8.9,2.6333333333333333
A001,2015-08-26,0.0,3086.4,24.791666666666668,31.5,19.1,50.0,18.0,7.2,2.6166666666666667
A001,2015-08-27,0.0,2980.4,24.820833333333336,31.5,16.9,54.0,18.0,8.5,2.1750000000000003
A001,2015-08-28,0.0,3135.7,22.708333333333332,29.7,15.7,84.0,25.0,10.3,3.2291666666666665
A001,2015-08-29,0.0,2481.3,23.179166666666664,29.1,19.4,71.0,28.0,10.9,3.608333333333334
A001,2015-08-30,0.0,3230.2,22.9875,29.2,18.3,67.0,28.0,8.8,3.4499999999999997
A001,2015-08-31,0.0,3237.7,23.166666666666668,29.6,17.8,65.0,23.0,9.1,2.9625
A001,2015-09-01,0.0,3268.6,22.97083333333333,30.6,14.2,62.0,16.0,8.9,1.8625
A001,2015-09-02,0.0,3218.8,23.974999999999998,31.6,15.1,56.0,13.0,8.6,2.120833333333333
A001,2015-09-03,0.0,3195.4,24.53333333333333,31.6,16.4,51.0,15.0,10.3,2.216666666666667
A001,2015-09-04,0.0,3151.2,24.675,32.7,17.7,45.0,13.0,8.6,1.9875
A001,2015-09-05,0.0,3083.4,25.03333333333333,32.8,18.2,47.0,14.0,6.2,1.5166666666666666
A001,2015-09-06,0.0,3044.0,25.0625,32.5,18.4,46.0,15.0,5.9,1.6291666666666667
A001,2015-09-07,1.2,2865.1,25.337500000000002,31.7,20.1,78.0,27.0,10.0,2.7875
A001,2015-09-08,0.0,2431.3,24.46666666666667,30.0,20.9,70.0,31.0,11.4,3.125
A001,2015-09-09,0.2,2516.0,20.712500000000002,23.6,18.2,84.0,53.0,8.8,3.0666666666666664
A001,2015-09-10,0.0,3316.4,22.791666666666668,30.7,15.7,95.0,27.0,9.0,2.4458333333333333
A001,2015-09-11,0.0,3233.6,25.420833333333334,32.8,18.8,59.0,20.0,9.4,2.120833333333333
A001,2015-09-12,0.0,3043.1,23.5125,30.8,18.8,82.0,33.0,7.6,2.4125
