ESTACAO,DATA (YYYY-MM-DD),rain_max,rad_max,temp_avg,temp_max,temp_min,hum_max,hum_min,wind_max,wind_avg
A001,2016-02-01,0.0,3453.0,23.78333333333333,28.6,18.7,72.0,40.0,10.1,2.8166666666666664
A001,2016-02-02,0.8,3447.9,23.087500000000002,28.9,18.0,88.0,44.0,10.8,2.3916666666666666
A001,2016-02-03,0.2,4165.9,22.116666666666664,29.3,16.9,94.0,33.0,10.4,1.9041666666666668
A001,2016-02-04,0.2,2983.7,22.370833333333334,29.1,17.3,90.0,36.0,11.1,1.825
A001,2016-02-05,3.0,2865.9,22.004166666666666,28.3,18.3,93.0,47.0,10.7,1.7541666666666667
A001,2016-02-06,0.2,3816.9,23.383333333333336,29.4,18.0,94.0,41.0,10.0,1.9749999999999999
A001,2016-02-07,0.0,3194.0,23.8125,30.0,18.1,92.0,33.0,7.2,1.5875000000000001
A001,2016-02-08,3.6,3496.9,23.416666666666668,29.5,18.4,90.0,36.0,14.5,2.1166666666666667
A001,2016-02-09,1.4,3226.6,22.116666666666664,27.3,19.3,92.0,49.0,7.9,1.9333333333333333
A001,2016-02-10,0.0,3600.2,23.8,30.0,18.2,92.0,34.0,7.4,1.5916666666666668
A001,2016-02-11,0.0,3798.1,23.954166666666666,30.5,19.0,90.0,39.0,7.6,1.5875000000000001
A001,2016-02-12,0.0,3002.1,23.579166666666666,29.8,19.9,89.0,30.0,8.1,1.8208333333333335
A001,2016-02-13,10.6,2978.9,22.34166666666667,28.1,18.2,94.0,51.0,11.8,1.8166666666666667
A001,2016-02-14,2.2,3284.3,22.233333333333334,27.7,19.0,95.0,53.0,10.5,2.404166666666667
A001,2016-02-15,8.4,3590.3,21.920833333333334,27.0,18.5,94.0,51.0,11.2,3.1333333333333333
A001,2016-02-16,0.0,4030.6,22.983333333333334,29.5,17.5,94.0,36.0,8.1,2.0124999999999997
A001,2016-02-17,0.0,3789.0,23.883333333333336,30.3,18.3,90.0,36.0,13.0,1.9625000000000001
A001,2016-02-18,0.0,3825.2,24.179166666666664,29.9,18.0,88.0,35.0,6.8,1.8458333333333332
A001,2016-02-19,0.0,3848.2,24.083333333333332,29.0,16.5,81.0,22.0,10.5,2.4625
A001,2016-02-20,0.0,3374.3,23.620833333333334,29.4,18.2,82.0,40.0,8.8,2.0708333333333333
A001,2016-02-21,2.6,3809.6,22.791666666666668,28.4,18.1,91.0,42.0,9.5,1.8291666666666666
A001,2016-02-22,5.8,3023.6,22.9875,29.6,17.2,93.0,34.0,9.1,2.2208333333333337
A001,2016-02-23,0.2,3980.5,23.45,29.4,17.7,92.0,33.0,10.0,2.6374999999999997
A001,2016-02-24,0.0,3054.9,23.65416666666667,28.5,20.1,72.0,34.0,8.1,2.4833333333333334
A001,2016-02-25,0.0,2377.6,22.78333333333333,28.4,17.1,89.0,39.0,7.0,1.7833333333333332
A001,2016-02-26,0.0,3765.3,23.0,29.0,18.9,89.0,41.0,8.3,2.1458333333333335
A001,2016-02-27,4.0,3286.8,21.991666666666664,29.1,18.2,94.0,44.0,9.3,1.7458333333333333
A001,2016-02-28,3.6,3846.2,22.375,29.3,18.0,94.0,42.0,9.0,1.7083333333333333
A001,2016-02-29,2.0,3921.0,23.258333333333336,30.2,19.3,91.0,39.0,8.6,2.0458333333333334
A001,2016-03-01,0.2,3937.2,22.3125,28.8,18.8,92.0,49.0,8.0,2.35
A001,2016-03-02,0.0,3370.8,23.025000000000002,29.8,19.2,91.0,38.0,8.5,2.5124999999999997
A001,2016-03-03,0.6,1178.1,20.67083333333333,23.7,19.3,93.0,65.0,6.5,1.825
A001,2016-03-04,0.0,3030.2,22.504166666666666,29.1,18.4,88.0,47.0,9.7,2.8125
A001,2016-03-05,4.6,2654.6,21.641666666666666,26.0,18.2,93.0,60.0,7.7,1.6666666666666667
A001,2016-03-06,1.2,2894.5,22.083333333333332,27.3,18.7,94.0,50.0,7.6,1.5625
A001,2016-03-07,4.6,3496.5,21.216666666666665,26.9,19.2,94.0,54.0,7.9,1.075
A001,2016-03-08,32.6,3258.6,21.366666666666664,27.8,19.1,95.0,55.0,9.0,2.091666666666667
A001,2016-03-09,2.2,2734.3,22.45,27.7,19.5,94.0,48.0,7.8,2.4916666666666667
A001,2016-03-10,6.2,2672.2,21.958333333333332,27.2,19.2,93.0,58.0,9.4,2.1374999999999997
A001,2016-03-11,1.8,2674.2,22.3625,28.3,19.4,93.0,47.0,11.7,2.225
A001,2016-03-12,13.6,2576.4,21.025000000000002,27.7,18.6,95.0,54.0,8.7,2.1041666666666665
A001,2016-03-13,1.6,3285.3,21.78333333333333,28.9,18.0,95.0,45.0,5.7,1.4375
A001,2016-03-14,0.2,3737.6,22.754166666666666,28.1,19.9,94.0,49.0,8.9,2.591666666666667
A001,2016-03-15,0.0,3180.6,22.879166666666666,27.6,19.0,87.0,35.0,9.5,3.3375
A001,2016-03-16,0.0,3343.6,22.3125,28.0,18.2,77.0,45.0,8.6,2.9250000000000003
A001,2016-03-17,0.0,3801.0,22.712500000000002,27.6,17.8,89.0,44.0,9.7,2.9875000000000003
A001,2016-03-18,0.0,3137.0,23.695833333333336,29.9,19.3,81.0,36.0,7.2,2.5375
A001,2016-03-19,0.0,3655.3,23.820833333333336,29.5,17.9,89.0,36.0,7.5,2.1166666666666667
A001,2016-03-20,0.0,3215.2,23.979166666666668,29.9,17.4,93.0,38.0,9.1,2.370833333333333
A001,2016-03-21,0.0,3421.7,24.679166666666664,29.6,18.8,82.0,36.0,8.6,2.3249999999999997
A001,2016-03-22,0.0,3819.6,23.679166666666664,29.4,17.5,90.0,41.0,7.2,2.1
A001,2016-03-23,0.0,3692.9,23.474999999999998,30.0,18.1,92.0,36.0,8.5,1.7
A001,2016-03-24,0.0,2707.7,22.666666666666668,29.2,18.1,85.0,41.0,7.0,1.3208333333333333
A001,2016-03-25,0.4,3044.3,22.0625,28.0,18.5,89.0,55.0,9.5,1.8499999999999999
A001,2016-03-26,9.2,2972.1,21.162499999999998,27.5,18.3,94.0,55.0,7.2,1.4958333333333333
A001,2016-03-27,0.2,3685.7,23.070833333333336,28.7,19.9,94.0,48.0,7.3,1.8083333333333333
A001,2016-03-28,0.0,3640.7,23.945833333333336,29.4,17.2,94.0,34.0,8.7,2.4833333333333334
A001,2016-03-29,0.0,3667.4,23.72083333333333,29.7,16.7,89.0,32.0,7.6,2.1416666666666666
A001,2016-03-30,0.0,3435.6,23.5125,29.2,16.6,87.0,30.0,10.5,2.4125
A001,2016-03-31,0.0,3589.9,22.741666666666664,28.8,16.4,84.0,39.0,7.3,2.154166666666667
A001,2016-04-01,0.0,3572.9,23.604166666666668,29.1,18.4,83.0,31.0,7.7,2.4541666666666666
A001,2016-04-02,0.0,2984.6,22.954166666666666,29.3,16.5,87.0,38.0,6.8,1.7
A001,2016-04-03,0.0,3553.5,23.641666666666666,29.7,17.2,91.0,35.0,7.8,2.1374999999999997
A001,2016-04-04,0.0,3652.8,24.233333333333334,29.3,17.4,90.0,35.0,8.6,2.504166666666667
A001,2016-04-05,0.0,3454.9,24.579166666666666,30.0,18.8,77.0,32.0,10.0,2.7875
A001,2016-04-06,0.0,3402.6,23.662499999999998,29.2,18.0,85.0,37.0,8.5,2.2416666666666667
A001,2016-04-07,0.0,3456.2,23.683333333333334,30.6,16.5,90.0,31.0,6.9,1.5791666666666666
A001,2016-04-08,0.0,3375.6,23.608333333333334,30.1,16.8,84.0,32.0,4.8,1.1291666666666667
A001,2016-04-09,0.0,3475.9,24.420833333333334,30.4,17.3,83.0,31.0,7.9,1.9291666666666665
A001,2016-04-10,0.0,3395.9,23.974999999999998,30.0,16.6,86.0,31.0,8.3,2.2708333333333335
A001,2016-04-11,0.0,3621.3,23.224999999999998,29.8,16.1,84.0,29.0,8.3,2.2083333333333335
A001,2016-04-12,0.0,3409.2,23.02916666666667,29.1,16.7,81.0,32.0,8.3,2.4833333333333334
A001,2016-04-13,0.0,3370.1,23.4875,28.6,19.4,73.0,40.0,9.8,3.1374999999999997
A001,2016-04-14,0.0,3421.9,23.754166666666666,29.0,18.0,82.0,29.0,9.3,2.9458333333333333
A001,2016-04-15,0.0,3375.2,22.879166666666666,29.0,15.7,81.0,33.0,8.1,2.3958333333333335
A001,2016-04-16,0.0,3391.1,23.820833333333336,29.2,20.2,66.0,35.0,9.7,3.220833333333333
A001,2016-04-17,0.0,3540.5,22.925,28.4,18.8,69.0,35.0,10.8,3.5041666666666664
A001,2016-04-18,0.0,3051.0,22.941666666666666,28.5,18.1,79.0,36.0,8.4,3.2125
A001,2016-04-19,0.0,3342.0,22.808333333333334,28.1,18.6,62.0,31.0,9.1,2.875
A001,2016-04-20,0.0,3129.7,22.704166666666666,27.6,18.9,74.0,39.0,8.0,2.779166666666667
A001,2016-04-21,0.0,3074.1,22.7375,27.7,17.7,77.0,36.0,8.9,2.8833333333333333
A001,2016-04-22,0.0,3610.8,23.22083333333333,28.7,16.5,85.0,30.0,8.3,1.9166666666666667
A001,2016-04-23,0.0,3219.6,23.104166666666668,29.3,15.7,82.0,31.0,7.3,2.3874999999999997
A001,2016-04-24,0.0,3226.8,23.02916666666667,29.5,15.6,85.0,31.0,8.6,2.1458333333333335
A001,2016-04-25,0.0,2777.4,23.037499999999998,29.6,16.0,84.0,32.0,6.8,1.4833333333333334
A001,2016-04-26,0.0,2405.2,22.804166666666664,29.2,17.4,84.0,38.0,7.4,1.6458333333333333
A001,2016-04-27,0.0,1788.1,20.92083333333333,24.1,17.5,89.0,62.0,8.4,2.0166666666666666
A001,2016-04-28,0.6,3267.9,19.1125,23.8,15.3,95.0,63.0,6.0,1.9875
A001,2016-04-29,7.8,3114.8,20.254166666666666,27.8,16.4,93.0,45.0,7.8,1.9000000000000001
A001,2016-04-30,0.0,3214.9,20.258333333333333,26.4,15.5,93.0,51.0,4.9,1.5583333333333333
A001,2016-05-01,0.0,3172.3,20.675,27.7,15.0,81.0,38.0,6.7,2.0208333333333335
A001,2016-05-02,0.0,3159.6,21.2375,28.3,15.6,80.0,36.0,7.4,2.129166666666667
A001,2016-05-03,0.0,3196.2,22.25,28.8,16.7,88.0,31.0,6.7,1.8875
A001,2016-05-04,0.0,2825.7,21.650000000000002,27.4,15.1,92.0,35.0,6.5,2.1333333333333333
A001,2016-05-05,0.0,3212.5,21.554166666666664,28.4,14.0,91.0,28.0,7.6,1.9375
A001,2016-05-06,0.0,2894.8,22.004166666666666,27.1,15.3,82.0,38.0,8.1,2.2208333333333337
A001,2016-05-07,0.0,3156.6,22.554166666666664,28.4,15.6,89.0,31.0,7.3,2.2333333333333334
A001,2016-05-08,0.0,3077.7,21.816666666666666,27.9,15.0,82.0,32.0,8.0,2.4
A001,2016-05-09,0.0,3045.0,22.941666666666666,28.8,17.4,69.0,28.0,7.8,2.475
A001,2016-05-10,0.0,3050.8,22.483333333333334,28.5,14.7,76.0,28.0,8.5,1.6749999999999998
A001,2016-05-11,0.0,2956.3,21.991666666666664,29.4,14.4,83.0,30.0,7.0,1.3833333333333335
A001,2016-05-12,0.0,2961.3,22.920833333333334,29.4,15.4,81.0,30.0,7.0,1.8083333333333333
A001,2016-05-13,0.0,3003.6,22.425,30.3,16.2,78.0,30.0,7.0,1.5291666666666668
A001,2016-05-14,0.0,2918.1,22.920833333333334,28.5,18.9,81.0,41.0,7.7,2.3291666666666666
A001,2016-05-15,0.0,2690.0,22.741666666666664,28.6,18.4,84.0,41.0,8.2,2.7375000000000003
A001,2016-05-16,1.4,2157.2,20.391666666666666,27.6,15.9,90.0,44.0,6.6,1.5791666666666666
A001,2016-05-17,0.2,2182.6,21.34583333333333,28.0,16.0,94.0,42.0,5.2,1.2166666666666666
A001,2016-05-18,0.2,2749.4,21.504166666666666,27.4,18.9,89.0,48.0,8.0,1.8583333333333334
A001,2016-05-19,0.0,2907.1,21.870833333333334,28.5,17.1,92.0,42.0,7.6,1.8
A001,2016-05-20,0.0,2946.5,22.483333333333334,27.3,18.4,82.0,44.0,9.2,2.9875000000000003
A001,2016-05-21,0.0,2865.5,22.0625,26.9,17.7,79.0,40.0,7.7,2.9375
A001,2016-05-22,0.0,2698.1,21.974999999999998,27.1,18.8,77.0,40.0,6.7,2.0791666666666666
A001,2016-05-23,0.0,2740.8,21.066666666666666,27.9,15.6,91.0,39.0,8.4,1.8291666666666666
A001,2016-05-24,0.0,2932.8,20.650000000000002,27.6,15.6,92.0,37.0,7.6,2.2916666666666665
A001,2016-05-25,0.0,2881.5,21.204166666666666,27.1,17.1,83.0,42.0,8.8,2.966666666666667
A001,2016-05-26,0.0,2996.9,20.75,26.2,14.9,89.0,38.0,7.8,2.558333333333333
A001,2016-05-27,0.0,2917.1,20.870833333333334,27.8,13.5,90.0,28.0,6.1,1.8208333333333335
A001,2016-05-28,0.0,2793.2,20.8,26.0,16.1,74.0,36.0,6.6,2.4208333333333334
A001,2016-05-29,0.0,2876.8,20.670833333333334,27.5,14.3,80.0,29.0,6.9,2.1374999999999997
A001,2016-05-30,0.0,2886.7,21.016666666666666,28.6,13.3,83.0,32.0,7.6,2.1333333333333333
A001,2016-05-31,0.0,2948.7,21.516666666666666,30.0,14.5,84.0,26.0,6.8,1.3333333333333333
A001,2016-06-01,0.0,2814.8,22.120833333333334,29.7,15.0,73.0,25.0,6.9,1.2874999999999999
A001,2016-06-02,0.0,2013.1,21.791666666666668,29.0,15.6,71.0,28.0,7.2,1.4666666666666668
A001,2016-06-03,0.0,2788.5,21.733333333333334,29.0,15.4,77.0,30.0,8.1,1.875
A001,2016-06-04,0.0,2665.7,21.537499999999998,29.4,15.1,93.0,30.0,5.7,1.2083333333333333
A001,2016-06-05,0.0,2743.5,22.28333333333333,30.2,16.2,81.0,24.0,7.5,1.5708333333333335
A001,2016-06-06,0.0,2417.6,22.445833333333336,30.4,16.0,72.0,23.0,8.5,1.6333333333333335
A001,2016-06-07,0.0,2657.9,22.583333333333332,29.6,17.1,68.0,28.0,8.4,1.9416666666666667
A001,2016-06-08,0.0,2791.1,21.391666666666666,27.9,17.3,92.0,41.0,7.0,2.1
A001,2016-06-09,0.0,2723.3,20.55,27.2,14.8,92.0,42.0,5.7,1.8291666666666666
A001,2016-06-10,0.0,2701.7,21.729166666666668,29.2,14.9,90.0,32.0,10.3,1.7
A001,2016-06-11,0.0,2831.4,20.541666666666668,27.0,15.5,83.0,41.0,6.8,2.2624999999999997
A001,2016-06-12,0.0,2736.4,19.6375,26.9,13.3,75.0,36.0,6.0,1.9625000000000001
A001,2016-06-13,0.0,2811.1,18.820833333333333,25.5,12.5,69.0,39.0,7.1,2.1374999999999997
A001,2016-06-14,0.0,867.6,18.375,20.7,16.5,92.0,57.0,8.6,3.0749999999999997
A001,2016-06-15,0.0,2799.9,18.7375,25.2,14.2,88.0,39.0,6.9,2.3583333333333334
A001,2016-06-16,0.0,2846.9,19.220833333333335,25.7,12.2,87.0,25.0,7.5,2.3833333333333333
A001,2016-06-17,0.0,2856.6,18.704166666666666,26.4,10.8,85.0,22.0,7.4,1.9916666666666665
A001,2016-06-18,0.0,2861.6,19.020833333333332,27.0,9.4,81.0,19.0,6.3,2.0625
A001,2016-06-19,0.0,2856.5,19.058333333333334,26.6,10.7,80.0,20.0,6.6,1.8833333333333335
A001,2016-06-20,0.0,2619.7,19.745833333333334,26.4,13.5,74.0,34.0,6.9,1.9708333333333332
A001,2016-06-21,0.0,2744.1,20.175,27.7,13.7,85.0,34.0,7.6,2.3541666666666665
A001,2016-06-22,0.0,2722.4,20.445833333333333,25.5,15.3,78.0,33.0,9.5,3.2083333333333335
A001,2016-06-23,0.0,2793.6,20.525000000000002,27.1,16.0,61.0,28.0,6.7,2.404166666666667
A001,2016-06-24,0.0,2787.5,19.779166666666665,27.0,12.3,81.0,28.0,8.5,2.4125
A001,2016-06-25,0.0,2834.4,19.7,25.4,15.5,67.0,30.0,9.9,3.6166666666666667
A001,2016-06-26,0.0,2600.9,18.3625,24.2,13.2,82.0,39.0,9.9,3.9291666666666667
A001,2016-06-27,0.0,2856.8,17.608333333333334,23.2,12.8,76.0,37.0,11.2,3.579166666666667
A001,2016-06-28,0.0,2858.4,18.079166666666666,24.3,12.4,77.0,35.0,10.0,3.2583333333333333
A001,2016-06-29,0.0,2886.5,18.570833333333333,24.8,13.8,87.0,38.0,9.8,3.3125
A001,2016-06-30,0.0,2852.8,18.658333333333335,24.1,13.8,72.0,42.0,10.8,3.75
A001,2016-07-01,0.0,2693.2,18.825,24.6,14.2,82.0,30.0,9.0,3.3874999999999997
A001,2016-07-02,0.0,2859.9,19.108333333333334,24.7,13.5,75.0,32.0,9.3,3.2458333333333336
A001,2016-07-03,0.0,2834.6,18.966666666666665,25.0,14.8,85.0,30.0,11.6,3.545833333333333
A001,2016-07-04,0.0,2521.8,19.170833333333334,25.5,13.8,77.0,33.0,10.3,3.216666666666667
A001,2016-07-05,0.0,2723.2,19.508333333333333,25.4,14.5,92.0,33.0,9.3,3.1291666666666664
A001,2016-07-06,0.0,2792.4,20.087500000000002,26.3,14.0,83.0,31.0,6.8,1.9875
A001,2016-07-07,0.0,2795.9,21.1,28.3,13.4,79.0,26.0,6.8,1.4166666666666667
A001,2016-07-08,0.0,2768.6,21.40833333333333,27.8,17.8,63.0,27.0,7.6,1.9875
A001,2016-07-09,0.0,2786.4,22.670833333333334,28.5,17.8,60.0,25.0,7.6,2.3958333333333335
A001,2016-07-10,0.0,2917.4,21.220833333333335,29.1,13.6,81.0,24.0,8.4,1.4625000000000001
A001,2016-07-11,0.0,2830.8,21.325,28.2,12.9,76.0,23.0,6.9,1.9749999999999999
A001,2016-07-12,0.0,2829.2,21.283333333333335,28.3,12.3,73.0,22.0,6.5,1.9958333333333333
A001,2016-07-13,0.0,2828.8,20.304166666666667,28.3,12.4,67.0,20.0,6.6,1.3458333333333332
A001,2016-07-14,0.0,2875.8,20.954166666666666,29.9,12.2,73.0,21.0,8.2,1.7708333333333333
A001,2016-07-15,0.0,2824.3,21.125,29.1,13.4,70.0,22.0,6.4,1.4416666666666667
A001,2016-07-16,0.0,2833.9,21.3,29.3,13.2,67.0,20.0,9.9,1.7166666666666668
A001,2016-07-17,0.0,2800.8,20.6875,28.4,15.3,88.0,28.0,8.6,2.1041666666666665
A001,2016-07-18,0.0,2802.9,20.304166666666667,28.8,12.5,57.0,23.0,8.3,1.9958333333333333
A001,2016-07-19,0.0,2801.9,21.34583333333333,29.5,12.9,70.0,20.0,7.0,1.7416666666666665
A001,2016-07-20,0.0,2795.5,21.454166666666666,29.3,13.7,66.0,24.0,7.6,1.875
A001,2016-07-21,0.0,2859.2,21.4875,29.0,13.4,66.0,23.0,6.3,1.825
A001,2016-07-22,0.0,2821.4,20.779166666666665,27.7,14.0,58.0,26.0,7.0,2.029166666666667
A001,2016-07-23,0.0,2802.3,21.733333333333334,27.5,17.1,65.0,31.0,9.5,3.0124999999999997
A001,2016-07-24,0.0,2942.9,20.841666666666665,26.2,16.0,67.0,25.0,10.7,3.775
A001,2016-07-25,0.0,2929.0,20.425,26.0,14.8,71.0,34.0,10.6,3.4375
A001,2016-07-26,0.0,2985.5,20.683333333333334,27.0,15.8,68.0,28.0,9.9,2.841666666666667
A001,2016-07-27,0.0,2838.8,20.520833333333332,27.4,13.0,78.0,24.0,6.8,1.6083333333333334
A001,2016-07-28,0.0,2985.2,21.900000000000002,27.4,14.3,61.0,24.0,8.6,2.625
A001,2016-07-29,0.0,2984.5,20.4875,26.5,14.0,61.0,23.0,9.1,3.0708333333333333
A001,2016-07-30,0.0,2989.4,19.620833333333334,24.9,14.3,66.0,32.0,11.7,4.0
A001,2016-07-31,0.0,3017.3,18.837500000000002,25.0,13.4,75.0,34.0,11.7,3.8041666666666667
A001,2016-08-01,0.0,3008.9,18.766666666666666,24.6,13.8,73.0,32.0,7.6,2.525
A001,2016-08-02,0.0,3001.2,19.45,26.8,11.0,83.0,24.0,10.0,2.35
A001,2016-08-03,0.0,2841.8,19.808333333333334,26.8,12.0,73.0,29.0,9.0,2.4583333333333335
A001,2016-08-04,0.0,3042.4,20.3625,26.3,14.9,89.0,31.0,8.9,3.1999999999999997
A001,2016-08-05,0.0,2992.4,20.595833333333335,25.9,16.4,63.0,28.0,8.6,3.358333333333333
A001,2016-08-06,0.0,2993.8,20.208333333333332,27.1,12.0,75.0,27.0,13.1,2.1750000000000003
A001,2016-08-07,0.0,2998.6,20.691666666666666,28.0,12.3,81.0,25.0,6.5,1.7166666666666668
A001,2016-08-08,0.0,2989.0,21.733333333333334,30.0,12.9,72.0,19.0,6.9,1.7666666666666666
A001,2016-08-09,0.0,2988.2,22.325,30.5,14.1,66.0,13.0,7.7,1.3375000000000001
A001,2016-08-10,0.0,3031.0,23.383333333333336,31.2,15.2,59.0,16.0,8.4,1.7750000000000001
A001,2016-08-11,0.0,2865.8,22.849999999999998,29.5,15.3,79.0,23.0,7.2,1.8833333333333335
A001,2016-08-12,0.0,2738.4,22.270833333333332,28.4,15.5,56.0,25.0,6.1,2.0458333333333334
A001,2016-08-13,0.0,2847.1,22.620833333333334,29.5,15.2,64.0,29.0,6.8,2.1958333333333333
A001,2016-08-14,8.4,2966.6,21.55,28.6,18.0,82.0,33.0,11.9,2.4458333333333333
A001,2016-08-15,0.2,3022.1,22.77916666666667,30.6,15.5,85.0,21.0,8.6,1.9375
A001,2016-08-16,0.0,2047.3,20.25,23.9,16.5,83.0,40.0,11.6,2.475
A001,2016-08-17,0.0,2638.0,21.520833333333332,27.5,16.3,84.0,34.0,7.9,1.6125
A001,2016-08-18,0.0,3170.5,22.991666666666664,30.6,15.5,82.0,21.0,10.6,1.6833333333333333
A001,2016-08-19,0.0,3127.1,25.058333333333334,31.2,19.5,57.0,26.0,10.4,2.908333333333333
A001,2016-08-20,0.0,2962.7,25.325,31.5,19.6,61.0,25.0,10.7,3.5625
A001,2016-08-21,0.0,2575.5,21.9875,28.9,17.7,73.0,31.0,12.1,2.9416666666666664
A001,2016-08-22,0.0,3163.5,17.983333333333334,26.8,10.8,93.0,34.0,9.4,3.0416666666666665
A001,2016-08-23,0.0,3107.4,21.070833333333333,29.2,14.3,72.0,31.0,7.9,2.2041666666666666
A001,2016-08-24,4.8,3075.6,21.208333333333332,26.5,16.7,91.0,41.0,10.0,3.5416666666666665
A001,2016-08-25,0.0,3335.7,21.733333333333334,27.8,16.5,74.0,27.0,11.5,3.3249999999999997
A001,2016-08-26,0.0,3427.2,21.275000000000002,27.6,15.2,56.0,15.0,7.6,2.9375
A001,2016-08-27,0.0,3366.5,22.09166666666667,28.5,16.0,55.0,21.0,8.7,2.5124999999999997
A001,2016-08-28,2.6,3363.7,22.608333333333334,28.7,18.1,75.0,29.0,9.9,2.9166666666666665
A001,2016-08-29,0.0,3342.1,22.72083333333333,28.7,16.5,79.0,25.0,8.9,2.6791666666666667
A001,2016-08-30,0.0,3294.5,22.758333333333336,29.4,15.0,69.0,26.0,8.1,2.1458333333333335
A001,2016-08-31,0.0,2851.1,23.825,30.7,17.1,62.0,23.0,9.0,2.345833333333333
A001,2016-09-01,0.0,3293.2,24.183333333333334,31.3,17.3,75.0,22.0,8.3,1.9749999999999999
A001,2016-09-02,0.0,3344.0,23.833333333333332,29.6,19.2,66.0,29.0,9.6,3.8166666666666664
A001,2016-09-03,0.0,3419.5,22.733333333333334,27.8,17.4,59.0,26.0,11.6,4.466666666666667
A001,2016-09-04,0.0,3454.2,22.858333333333334,28.8,17.3,50.0,20.0,9.1,3.1125000000000003
A001,2016-09-05,0.0,3443.5,23.05,28.9,18.1,52.0,23.0,11.0,3.4791666666666665
A001,2016-09-06,0.0,3433.9,23.4375,30.0,15.0,59.0,23.0,8.9,2.4375
A001,2016-09-07,0.0,3390.8,23.712500000000002,30.6,16.8,63.0,21.0,8.5,2.225
A001,2016-09-08,0.0,3077.3,24.462500000000002,30.0,18.7,64.0,24.0,7.3,2.25
A001,2016-09-09,0.0,3413.4,24.266666666666666,31.2,18.3,59.0,20.0,8.2,2.6916666666666664
A001,2016-09-10,0.0,3426.2,24.233333333333334,29.8,19.1,50.0,22.0,11.5,3.7624999999999997
A001,2016-09-11,0.0,3459.7,23.662499999999998,29.1,19.0,51.0,21.0,9.8,3.591666666666667
A001,2016-09-12,0.0,3563.4,23.258333333333336,29.3,15.4,55.0,16.0,9.9,2.8541666666666665
